index,상호명,상권업종소분류명,시도명,시군구명,행정동명,지번주소,도로명주소,층정보,경도,위도
0,양평슈퍼,수퍼마켓,서울특별시,광진구,군자동,서울특별시 광진구 군자동 349-9번지 ,"서울특별시 광진구 동일로36길 23, (군자동)",1,127.0700397,37.55129168
1,메가마트물류센터,수퍼마켓,서울특별시,금천구,시흥3동,서울특별시 금천구 시흥동 984-33번지 ,"서울특별시 금천구 시흥대로27길 32, (시흥동)",1,126.9015607,37.44079089
2,롯데슈퍼,수퍼마켓,서울특별시,성동구,행당1동,서울특별시 성동구 행당동 140번지 ,"서울특별시 성동구 고산자로6길 40, (행당동)",1,127.0354558,37.55816854
3,훼밀리마트,수퍼마켓,서울특별시,강남구,압구정동,서울특별시 강남구 신사동 588-14번지 ,"서울특별시 강남구 논현로152길 38, (신사동)",1,127.0312326,37.52155137
4,뉴디즈니,수퍼마켓,서울특별시,구로구,오류2동,서울특별시 구로구 오류동 297-6번지 ,"서울특별시 구로구 오리로 1163, (오류동)",2,126.8377683,37.48759382
5,제일슈퍼,수퍼마켓,서울특별시,금천구,시흥4동,서울특별시 금천구 시흥동 817-29번지 시흥아파트 ,"서울특별시 금천구 독산로24나길 13, (시흥동, 시흥아파트)",,126.9075108,37.45592066
6,에이스힐인마트,수퍼마켓,서울특별시,서초구,서초1동,서울특별시 서초구 서초동 1638-11번지 ,"서울특별시 서초구 서초중앙로22길 105, (서초동)",1,127.0195493,37.49452248
7,롯데쇼핑롯데마켓999점,수퍼마켓,서울특별시,강남구,역삼2동,서울특별시 강남구 역삼동 770-11번지 ,"서울특별시 강남구 역삼로 230, (역삼동)",1,127.04191,37.49692255
8,아시아마트,수퍼마켓,서울특별시,금천구,가산동,서울특별시 금천구 가산동 148-12번지 ,"서울특별시 금천구 시흥대로149가길 10, (가산동)",1,126.8954534,37.47571278
9,삼성마트,수퍼마켓,서울특별시,강남구,삼성2동,서울특별시 강남구 삼성동 34-25번지 ,"서울특별시 강남구 선릉로 628, (삼성동)",1,127.0432253,37.51260256
10,장한평유통,수퍼마켓,서울특별시,동대문구,장안1동,서울특별시 동대문구 장안동 166-1,서울특별시 동대문구 답십리로66길 76,,127.06652,37.56943805
11,홈플러스익스프레스도화점,수퍼마켓,서울특별시,마포구,도화동,서울특별시 마포구 도화동 353번지 현대홈타운 ,"서울특별시 마포구 새창로8길 72, (도화동, 현대홈타운)",1,126.9511127,37.53870769
12,하나수퍼,수퍼마켓,서울특별시,양천구,신정3동,서울특별시 양천구 신정동 1197-1번지 일광파크빌 ,"서울특별시 양천구 중앙로45길 37, (신정동, 일광파크빌)",1,126.8488243,37.52165328
13,태왕식품코사마트,수퍼마켓,서울특별시,성동구,왕십리도선동,서울특별시 성동구 도선동 210번지 ,"서울특별시 성동구 왕십리로24길 7, (도선동)",1,127.0338407,37.56316516
14,롯데슈퍼,수퍼마켓,서울특별시,도봉구,쌍문4동,서울특별시 도봉구 쌍문동 311번지 ,"서울특별시 도봉구 시루봉로 2, (쌍문동)",1,127.028783,37.65098397
15,관악드림마트,수퍼마켓,서울특별시,관악구,성현동,서울특별시 관악구 봉천동 1712번지 관악드림타운 ,"서울특별시 관악구 성현로 80, (봉천동, 관악드림타운)",1,126.9529724,37.48984238
16,수협바다마트신도림점,수퍼마켓,서울특별시,구로구,신도림동,서울특별시 구로구 신도림동 644번지 신도림동아2차 ,"서울특별시 구로구 경인로 643, (신도림동, 신도림동아2차)",1,126.8851771,37.50914416
17,하모니마트정육점,수퍼마켓,서울특별시,금천구,가산동,서울특별시 금천구 가산동 151-30번지 ,"서울특별시 금천구 가산로 116, (가산동)",1,126.8931419,37.47606058
18,다채할인마트,수퍼마켓,서울특별시,강북구,삼각산동,서울특별시 강북구 미아동 887-5번지 ,"서울특별시 강북구 삼양로19길 206, (미아동)",1,127.015476,37.61941857
19,하나로마트,수퍼마켓,서울특별시,강남구,역삼2동,서울특별시 강남구 역삼동 708-4번지 ,"서울특별시 강남구 테헤란로 332, (역삼동)",1,127.0481441,37.50382998
20,홈플러스익스프레스,수퍼마켓,서울특별시,광진구,중곡2동,서울특별시 광진구 중곡동 157-1번지 ,"서울특별시 광진구 능동로 314, (중곡동)",1,127.0800231,37.55761417
21,올림픽마트,수퍼마켓,서울특별시,광진구,구의1동,서울특별시 광진구 구의동 251-126번지 ,"서울특별시 광진구 아차산로49길 61, (구의동)",1,127.0840575,37.53963352
22,풀마트,수퍼마켓,서울특별시,성동구,마장동,서울특별시 성동구 마장동 478-38번지 ,"서울특별시 성동구 고산자로 339-2, (마장동)",1,127.0373407,37.57001466
23,새마을마트,수퍼마켓,서울특별시,마포구,망원1동,서울특별시 마포구 망원동 457-2번지 ,"서울특별시 마포구 희우정로15길 3, (망원동)",1,126.9019538,37.55371362
24,내츄랜드아시아점,수퍼마켓,서울특별시,송파구,잠실7동,서울특별시 송파구 잠실동 86번지 ,"서울특별시 송파구 올림픽로4길 15, (잠실동)",1,127.0767021,37.50843579
25,수방사헌병단마트,수퍼마켓,서울특별시,관악구,남현동,서울특별시 관악구 남현동 산100-14번지 한울아파트 ,"서울특별시 관악구 과천대로 851, (남현동, 한울아파트)",1,126.9872562,37.4665336
26,롯데마켓999,수퍼마켓,서울특별시,강남구,대치2동,서울특별시 강남구 대치동 1000-12번지 ,"서울특별시 강남구 테헤란로104길 21, (대치동)",,127.0657069,37.50761046
27,승가슈퍼,수퍼마켓,서울특별시,성북구,안암동,서울특별시 성북구 안암동5가 12-81번지 ,"서울특별시 성북구 고려대로27길 62, (안암동5가)",,127.0293622,37.58903343
28,삼양미니슈퍼,수퍼마켓,서울특별시,동대문구,이문1동,서울특별시 동대문구 이문동 115-37번지 ,"서울특별시 동대문구 외대역동로30길 17, (이문동)",,127.0660124,37.59829451
29,현진할인마트,수퍼마켓,서울특별시,강서구,공항동,서울특별시 강서구 공항동 59-37번지 ,"서울특별시 강서구 송정로 33-13, (공항동)",1,126.8111622,37.55742958
30,한신그린마트,수퍼마켓,서울특별시,동대문구,청량리동,서울특별시 동대문구 청량리동 60번지 한신아파트 ,"서울특별시 동대문구 제기로 131, (청량리동, 한신아파트)",1,127.049213,37.58802364
31,건영슈퍼,수퍼마켓,서울특별시,노원구,상계3.4동,서울특별시 노원구 상계동 1321번지 건영아파트 ,"서울특별시 노원구 덕릉로115다길 40, 101동  (상계동, 건영아파트)",,127.0560036,37.67783044
32,삼양인현슈퍼마켓,수퍼마켓,서울특별시,중구,광희동,서울특별시 중구 인현동2가 190-1번지 ,"서울특별시 중구 퇴계로41길 35, (인현동2가)",,126.9953655,37.56327652
33,후암시장할인마트,수퍼마켓,서울특별시,용산구,후암동,서울특별시 용산구 후암동 102-35번지 ,"서울특별시 용산구 후암로35길 26, (후암동)",1,126.9759603,37.55036004
34,GS수퍼마켓송파점,수퍼마켓,서울특별시,송파구,가락2동,서울특별시 송파구 가락동 140번지 가락쌍용1차 ,"서울특별시 송파구 동남로 193, (가락동, 가락쌍용1차)",1,127.1298424,37.4946565
35,대산유통슈퍼,수퍼마켓,서울특별시,강남구,수서동,서울특별시 강남구 수서동 707번지 수서주공영구임대1단지 ,"서울특별시 강남구 광평로51길 49, (수서동, 수서주공영구임대1단지)",1,127.0997346,37.49213319
36,동산하이퍼마켓,수퍼마켓,서울특별시,관악구,행운동,서울특별시 관악구 봉천동 1684-24번지 ,"서울특별시 관악구 솔밭로 11-1, (봉천동)",1,126.9628632,37.47865746
37,MARKET999,수퍼마켓,서울특별시,양천구,신정4동,서울특별시 양천구 신정동 899-7번지 ,"서울특별시 양천구 목동로 223, (신정동)",,126.8637125,37.52832098
38,약수수퍼,수퍼마켓,서울특별시,도봉구,방학2동,서울특별시 도봉구 방학동 608번지 삼성빌라 ,"서울특별시 도봉구 시루봉로15길 83, 10동  (방학동, 삼성빌라)",1,127.0297629,37.66886849
39,현대마트,수퍼마켓,서울특별시,동대문구,이문2동,서울특별시 동대문구 이문동 54번지 현대아파트 ,"서울특별시 동대문구 한천로58길 107, (이문동, 현대아파트)",,127.0697466,37.60125239
40,보성그린마트,수퍼마켓,서울특별시,강북구,수유2동,서울특별시 강북구 수유동 270-185번지 ,"서울특별시 강북구 노해로23길 68, (수유동)",1,127.0199975,37.64602772
41,부강슈퍼마전,수퍼마켓,서울특별시,강북구,인수동,서울특별시 강북구 수유동 313-3번지 ,"서울특별시 강북구 삼양로123길 9-6, (수유동)",1,127.0149982,37.64447234
42,동아마트,수퍼마켓,서울특별시,광진구,중곡2동,서울특별시 광진구 중곡동 48-14번지 ,"서울특별시 광진구 긴고랑로16길 57, (중곡동)",1,127.0816643,37.55945607
43,화남슈퍼,수퍼마켓,서울특별시,마포구,신수동,서울특별시 마포구 구수동 59-1번지 ,"서울특별시 마포구 독막로24길 24, (구수동)",,126.9325729,37.54621843
44,왕마트,수퍼마켓,서울특별시,구로구,고척1동,서울특별시 구로구 고척동 145-100번지 ,"서울특별시 구로구 고척로52길 85, (고척동)",1,126.8559001,37.50129546
45,형제슈퍼,수퍼마켓,서울특별시,광진구,중곡3동,서울특별시 광진구 중곡동 175-35번지 ,"서울특별시 광진구 면목로15길 23, (중곡동)",1,127.0817819,37.56924238
46,K-SUPER,수퍼마켓,서울특별시,광진구,구의2동,서울특별시 광진구 구의동 26-20번지 프레빌 ,"서울특별시 광진구 자양로 314, (구의동, 프레빌)",1,127.093578,37.55331287
47,영진하이퍼마켓,수퍼마켓,서울특별시,강서구,가양1동,서울특별시 강서구 마곡동 326-9번지 ,"서울특별시 강서구 양천로30길 14, (마곡동)",1,126.8225816,37.57256418
48,신성마트,수퍼마켓,서울특별시,영등포구,대림3동,서울특별시 영등포구 대림동 743-4번지 ,"서울특별시 영등포구 대림로34길 12, (대림동)",1,126.8996725,37.49870182
49,길슈퍼,수퍼마켓,서울특별시,영등포구,여의동,서울특별시 영등포구 여의도동 42번지 한양 ,"서울특별시 영등포구 국제금융로 79, (여의도동, 한양)",1,126.9324637,37.52213257
50,은혜슈퍼,수퍼마켓,서울특별시,양천구,신정4동,서울특별시 양천구 신정동 939-19번지 서도휴빌1차 ,"서울특별시 양천구 오목로23길 25, 나동  (신정동, 서도휴빌1차)",,126.8504049,37.52628199
51,한영슈퍼,수퍼마켓,서울특별시,관악구,난곡동,서울특별시 관악구 신림동 610-576번지 ,"서울특별시 관악구 법원단지25길 6, (신림동)",1,126.9234032,37.47558331
52,온누리슈퍼,수퍼마켓,서울특별시,구로구,오류2동,서울특별시 구로구 오류동 187-5번지 ,"서울특별시 구로구 오리로10길 19, (오류동)",,126.8378406,37.48876588
53,한강슈퍼마트,수퍼마켓,서울특별시,영등포구,영등포동,서울특별시 영등포구 영등포동2가 94-24번지 ,"서울특별시 영등포구 버드나루로7길 7, (영등포동2가)",1,126.909975,37.52282819
54,서서울농협하나로마트,수퍼마켓,서울특별시,은평구,신사1동,서울특별시 은평구 신사동 7-10번지 ,"서울특별시 은평구 갈현로 34, (신사동)",1,126.9104903,37.6008988
55,이레마트,수퍼마켓,서울특별시,영등포구,신길7동,서울특별시 영등포구 신길동 1052번지 ,"서울특별시 영등포구 여의대방로43길 6, (신길동)",1,126.9220461,37.50629669
56,한진마트,수퍼마켓,서울특별시,성북구,돈암2동,서울특별시 성북구 돈암동 609-1번지 한진아파트 ,"서울특별시 성북구 성북로4길 52, (돈암동, 한진아파트)",3,127.0126909,37.59446358
57,우리홈마트,수퍼마켓,서울특별시,구로구,구로5동,서울특별시 구로구 구로동 40-5번지 ,"서울특별시 구로구 공원로6나길 18, (구로동)",1,126.8909687,37.50375638
58,홈플러스익스프레스,수퍼마켓,서울특별시,강동구,암사1동,서울특별시 강동구 암사동 473-3번지 ,"서울특별시 강동구 고덕로24길 50, (암사동)",1,127.1350571,37.55235352
59,현대슈퍼마켓,수퍼마켓,서울특별시,강동구,천호3동,서울특별시 강동구 천호동 199-1번지 ,"서울특별시 강동구 진황도로27길 81, (천호동)",1,127.1330733,37.54188674
60,홈플러스익스프레스서울논현역점,수퍼마켓,서울특별시,서초구,반포1동,서울특별시 서초구 반포동 705번지 ,"서울특별시 서초구 신반포로 326, (반포동)",1,127.0195354,37.51029081
61,약수식품,수퍼마켓,서울특별시,중구,다산동,서울특별시 중구 신당동 432-716번지 ,"서울특별시 중구 다산로 61-1, (신당동)",1,127.0073116,37.55015023
62,보뚜슈퍼푸드카페,수퍼마켓,서울특별시,마포구,서교동,서울특별시 마포구 서교동 486번지 서교푸르지오 ,"서울특별시 마포구 홍익로 10, 101동  (서교동, 서교푸르지오)",2,126.9237401,37.553716
63,롯데슈퍼원효로점내회코너,수퍼마켓,서울특별시,용산구,원효로1동,서울특별시 용산구 원효로1가 133-3번지 리첸시아용산 ,"서울특별시 용산구 백범로 341, (원효로1가, 리첸시아용산)",1,126.9679607,37.53792807
64,롯데슈퍼등촌점,수퍼마켓,서울특별시,강서구,등촌3동,서울특별시 강서구 등촌동 662-3번지 신송타워 ,"서울특별시 강서구 화곡로63길 93, (등촌동, 신송타워)",1,126.8478171,37.55844174
65,맷앤폴,수퍼마켓,서울특별시,강남구,역삼1동,서울특별시 강남구 역삼동 641-20번지 ,"서울특별시 강남구 논현로 511, (역삼동)",6,127.0359724,37.50222651
66,싱싱마트,수퍼마켓,서울특별시,관악구,중앙동,서울특별시 관악구 봉천동 886-16번지 ,"서울특별시 관악구 봉천로41길 16, (봉천동)",1,126.9480973,37.48349171
67,로이언스,수퍼마켓,서울특별시,서초구,서초2동,서울특별시 서초구 서초동 1330-16번지 서초나산스위트 ,"서울특별시 서초구 서초대로78길 44, (서초동, 서초나산스위트)",2,127.0284594,37.49374009
68,사랑마트,수퍼마켓,서울특별시,광진구,자양2동,서울특별시 광진구 자양동 641번지 경남아파트 ,"서울특별시 광진구 뚝섬로52길 71, (자양동, 경남아파트)",1,127.0794805,37.52902857
69,뉴타운마트,수퍼마켓,서울특별시,성북구,길음1동,서울특별시 성북구 길음동 1280-1번지 성북길음뉴타운대우그랜드월드아파트 ,"서울특별시 성북구 길음로13길 39, (길음동, 성북길음뉴타운대우그랜드월드아파트)",1,127.0162,37.6100358
70,쌍문공판장,수퍼마켓,서울특별시,강북구,수유3동,서울특별시 강북구 수유동 169-35번지 ,"서울특별시 강북구 도봉로99길 37-5, (수유동)",1,127.0277218,37.64285692
71,경신슈퍼,수퍼마켓,서울특별시,중랑구,중화2동,서울특별시 중랑구 중화동 331-2번지 ,"서울특별시 중랑구 봉화산로3길 27-4, (중화동)",,127.0755355,37.60292877
72,현대슈퍼,수퍼마켓,서울특별시,중랑구,묵1동,서울특별시 중랑구 묵동 20번지 신내대림아파트 ,"서울특별시 중랑구 신내로21길 16, (묵동, 신내대림아파트)",2,127.0901048,37.61738659
73,오성인터내셔날,수퍼마켓,서울특별시,종로구,평창동,서울특별시 종로구 구기동 110-1번지 ,"서울특별시 종로구 진흥로 432, (구기동)",1,126.9565596,37.60818099
74,고려할인마트,수퍼마켓,서울특별시,금천구,시흥4동,서울특별시 금천구 시흥동 817-29번지 시흥아파트 ,"서울특별시 금천구 독산로24나길 13, (시흥동, 시흥아파트)",,126.9075108,37.45592066
75,한아름슈퍼,수퍼마켓,서울특별시,관악구,삼성동,서울특별시 관악구 신림동 808-497번지 ,"서울특별시 관악구 원신2길 66, (신림동)",,126.9317166,37.46976589
76,진로마트,수퍼마켓,서울특별시,광진구,중곡3동,서울특별시 광진구 중곡동 579-1번지 ,"서울특별시 광진구 면목로17길 40, (중곡동)",1,127.0810256,37.57091244
77,양지슈퍼,수퍼마켓,서울특별시,용산구,한남동,서울특별시 용산구 한남동 557-4번지 ,"서울특별시 용산구 대사관로34길 74, (한남동)",1,127.0065022,37.53012215
78,GS수퍼마켓,수퍼마켓,서울특별시,양천구,신정4동,서울특별시 양천구 신정동 988-5번지 ,"서울특별시 양천구 오목로 212, (신정동)",1,126.8611198,37.52546675
79,슈퍼라이트케이스,수퍼마켓,서울특별시,성북구,성북동,서울특별시 성북구 성북동1가 110-9번지 ,"서울특별시 성북구 창경궁로43길 41-4, (성북동1가)",1,127.0034008,37.58970911
80,공작스토어,수퍼마켓,서울특별시,영등포구,여의동,서울특별시 영등포구 여의도동 21-4번지 ,"서울특별시 영등포구 여의나루로 113, (여의도동)",1,126.9307562,37.52604568
81,다이소,수퍼마켓,서울특별시,성동구,금호4가동,서울특별시 성동구 금호동4가 572번지 ,"서울특별시 성동구 독서당로 292, (금호동4가)",1,127.021533,37.54787216
82,SM마트,수퍼마켓,서울특별시,성북구,석관동,서울특별시 성북구 석관동 409번지 ,"서울특별시 성북구 화랑로32길 146-20, (석관동)",1,127.0594031,37.60515301
83,24시미니수퍼,수퍼마켓,서울특별시,구로구,구로3동,서울특별시 구로구 구로동 147-6번지 ,"서울특별시 구로구 도림로 94, (구로동)",1,126.8935936,37.49066177
84,우성할인마트,수퍼마켓,서울특별시,성북구,정릉1동,서울특별시 성북구 정릉동 1020번지 ,"서울특별시 성북구 북악산로 809, (정릉동)",2,127.014453,37.6008036
85,양지슈퍼,수퍼마켓,서울특별시,강서구,화곡2동,서울특별시 강서구 화곡동 856-8번지 ,"서울특별시 강서구 곰달래로38길 26, (화곡동)",1,126.8549287,37.53008327
86,365플러스편의점,수퍼마켓,서울특별시,성동구,성수1가2동,서울특별시 성동구 성수동1가 13-157번지 뚝섬현대아파트 ,"서울특별시 성동구 상원길 42, 101동  (성수동1가, 뚝섬현대아파트)",1,127.049013,37.54765516
87,한아름마트,수퍼마켓,서울특별시,관악구,청림동,서울특별시 관악구 봉천동 1001번지 현대아파트 ,"서울특별시 관악구 관악로40길 60, (봉천동, 현대아파트)",1,126.9606123,37.49341493
88,수퍼쿨러파트너스,수퍼마켓,서울특별시,강남구,대치2동,서울특별시 강남구 대치동 999번지 ,"서울특별시 강남구 테헤란로108길 19, (대치동)",7,127.0662879,37.50819173
89,수퍼에이트레이드,수퍼마켓,서울특별시,노원구,월계3동,서울특별시 노원구 월계동 13번지 ,"서울특별시 노원구 마들로 111, (월계동)",,127.0647641,37.62382913
90,자연마트,수퍼마켓,서울특별시,성동구,왕십리도선동,서울특별시 성동구 도선동 343-8번지 ,"서울특별시 성동구 무학로2길 7, (도선동)",1,127.0310171,37.56443051
91,홈플러스익스프레스서울뚝섬2점,수퍼마켓,서울특별시,성동구,성수1가2동,서울특별시 성동구 성수동1가 656-1208번지 ,"서울특별시 성동구 왕십리로 109, (성수동1가)",1,127.04433,37.5474912
92,미가도수입마트,수퍼마켓,서울특별시,동대문구,이문2동,서울특별시 동대문구 이문동 358-8번지 ,"서울특별시 동대문구 이문로 204, (이문동)",1,127.0621941,37.60476075
93,준서네슈퍼,수퍼마켓,서울특별시,구로구,가리봉동,서울특별시 구로구 가리봉동 107-44번지 ,"서울특별시 구로구 우마1길 51, (가리봉동)",1,126.8893494,37.4840353
94,대화마트,수퍼마켓,서울특별시,금천구,독산1동,서울특별시 금천구 독산동 296-16번지 ,"서울특별시 금천구 가산로 53, (독산동)",1,126.8968959,37.47141023
95,코사마트,수퍼마켓,서울특별시,성동구,행당1동,서울특별시 성동구 행당동 299-1번지 ,"서울특별시 성동구 왕십리로21길 26, (행당동)",1,127.0319956,37.56054602
96,세광슈퍼,수퍼마켓,서울특별시,금천구,독산1동,서울특별시 금천구 독산동 1007-1번지 ,"서울특별시 금천구 범안로16길 7, (독산동)",1,126.8950964,37.46616733
97,진로할인마트,수퍼마켓,서울특별시,은평구,갈현2동,서울특별시 은평구 갈현동 469-1번지 ,"서울특별시 은평구 서오릉로 174, (갈현동)",,126.914278,37.61300752
98,하모니마트,수퍼마켓,서울특별시,서초구,양재1동,서울특별시 서초구 양재동 6-1번지 ,"서울특별시 서초구 바우뫼로41길 38-3, (양재동)",1,127.040819,37.48230755
99,행복힐인마트,수퍼마켓,서울특별시,서초구,방배2동,서울특별시 서초구 방배동 942-8번지 ,"서울특별시 서초구 방배중앙로9길 4, (방배동)",1,126.9902511,37.48508494
100,기쁜가게,수퍼마켓,서울특별시,동대문구,휘경2동,서울특별시 동대문구 휘경동 286-89번지 ,"서울특별시 동대문구 망우로18가길 47, (휘경동)",1,127.0607496,37.58813403
101,대우수퍼,수퍼마켓,서울특별시,성동구,금호4가동,서울특별시 성동구 금호동4가 800번지 대우아파트 ,"서울특별시 성동구 독서당로 272, (금호동4가, 대우아파트)",4,127.0179112,37.54531915
102,롯데슈퍼,수퍼마켓,서울특별시,동대문구,이문1동,서울특별시 동대문구 이문동 324-10번지 ,"서울특별시 동대문구 이문로 88, (이문동)",1,127.059388,37.59466476
103,제이씨마트,수퍼마켓,서울특별시,강남구,대치1동,서울특별시 강남구 대치동 626번지 ,"서울특별시 강남구 남부순환로 2917, (대치동)",1,127.0591471,37.4931595
104,대흥슈퍼,수퍼마켓,서울특별시,금천구,시흥4동,서울특별시 금천구 시흥동 817-35번지 ,"서울특별시 금천구 독산로24나길 11, (시흥동)",1,126.9072312,37.45571084
105,남산마트,수퍼마켓,서울특별시,중구,명동,서울특별시 중구 남산동1가 14-5번지 ,"서울특별시 중구 퇴계로18길 52, (남산동1가)",1,126.9845161,37.55869651
106,홈플러스익스프레스,수퍼마켓,서울특별시,서초구,서초4동,서울특별시 서초구 서초동 1685-3번지 아크로비스타 ,"서울특별시 서초구 서초중앙로 188, (서초동, 아크로비스타)",1,127.0137201,37.4975015
107,롯데쇼핑롯데슈퍼내,수퍼마켓,서울특별시,송파구,잠실3동,서울특별시 송파구 잠실동 35번지 트리지움 ,"서울특별시 송파구 잠실로 62, (잠실동, 트리지움)",1,127.0902691,37.50800943
108,수협바다마트,수퍼마켓,서울특별시,노원구,중계4동,서울특별시 노원구 중계동 591번지 ,"서울특별시 노원구 한글비석로 384, (중계동)",,127.0732661,37.65984758
109,롯데쇼핑,수퍼마켓,서울특별시,서대문구,홍은2동,서울특별시 서대문구 홍은동 277-98번지 ,"서울특별시 서대문구 연희로37길 3, (홍은동)",1,126.9358434,37.5820282
110,롯데쇼핑롯데슈퍼점,수퍼마켓,서울특별시,강서구,발산1동,서울특별시 강서구 내발산동 689-1번지 ,"서울특별시 강서구 강서로45길 174, (내발산동)",1,126.8305988,37.55285724
111,감사원매점,수퍼마켓,서울특별시,종로구,삼청동,서울특별시 종로구 삼청동 25-23번지 ,"서울특별시 종로구 북촌로 112, (삼청동)",,126.9844356,37.58713267
112,롯데쇼핑롯데Market역촌2점,수퍼마켓,서울특별시,은평구,역촌동,서울특별시 은평구 역촌동 74-2번지 ,"서울특별시 은평구 갈현로11길 19, (역촌동)",1,126.9083017,37.60497826
113,녹천매점,수퍼마켓,서울특별시,노원구,월계2동,서울특별시 노원구 월계동 748-10번지 ,"서울특별시 노원구 마들로5길 91, (월계동)",,127.0514407,37.64353657
114,종점수퍼,수퍼마켓,서울특별시,노원구,중계본동,서울특별시 노원구 중계동 27-25번지 ,"서울특별시 노원구 중계로6길 1-4, (중계동)",,127.0835087,37.64442979
115,롯데쇼핑롯데수퍼,수퍼마켓,서울특별시,동작구,상도3동,서울특별시 동작구 상도동 188-14번지 ,"서울특별시 동작구 상도로 147, (상도동)",,126.9357874,37.50316851
116,롯데슈퍼,수퍼마켓,서울특별시,양천구,신정4동,서울특별시 양천구 신정동 899-7번지 ,"서울특별시 양천구 목동로 223, (신정동)",1,126.8637125,37.52832098
117,신월마트,수퍼마켓,서울특별시,양천구,신월5동,서울특별시 양천구 신월동 80-1번지 ,"서울특별시 양천구 화곡로4길 31, (신월동)",,126.8287326,37.53687244
118,수방사통신단마트,수퍼마켓,서울특별시,관악구,남현동,서울특별시 관악구 남현동 산100-14번지 한울아파트 ,"서울특별시 관악구 과천대로 851, (남현동, 한울아파트)",1,126.9872562,37.4665336
119,성전슈퍼,수퍼마켓,서울특별시,구로구,구로4동,서울특별시 구로구 구로동 139-5번지 ,"서울특별시 구로구 구로동로28길 117-4, (구로동)",1,126.8900715,37.49254796
120,서교수퍼,수퍼마켓,서울특별시,마포구,서교동,서울특별시 마포구 서교동 395-68번지 ,"서울특별시 마포구 독막로3길 33, (서교동)",1,126.9172107,37.54974579
121,웅이네할인마트,수퍼마켓,서울특별시,송파구,송파2동,서울특별시 송파구 송파동 103-33번지 ,"서울특별시 송파구 가락로 154, (송파동)",1,127.1128384,37.50287385
122,현대마트,수퍼마켓,서울특별시,마포구,성산1동,서울특별시 마포구 성산동 244-9번지 ,"서울특별시 마포구 성미산로 33, (성산동)",1,126.9119275,37.55895989
123,KS할인마트,수퍼마켓,서울특별시,강남구,역삼1동,서울특별시 강남구 역삼동 826-30번지 ,"서울특별시 강남구 테헤란로4길 34, (역삼동)",1,127.0303396,37.49613433
124,동신마트,수퍼마켓,서울특별시,강서구,가양1동,서울특별시 강서구 가양동 1459번지 ,"서울특별시 강서구 강서로 532, (가양동)",,126.8422652,37.57126316
125,롯데마트나들가게,수퍼마켓,서울특별시,강서구,화곡6동,서울특별시 강서구 화곡동 1100-10번지 ,"서울특별시 강서구 화곡로59길 33, (화곡동)",,126.8492706,37.55445533
126,영락식품,수퍼마켓,서울특별시,중구,필동,서울특별시 중구 충무로3가 24-16번지 ,"서울특별시 중구 수표로 20-1, (충무로3가)",,126.9904676,37.56303651
127,알뜰슈퍼,수퍼마켓,서울특별시,성북구,월곡1동,서울특별시 성북구 하월곡동 90-1490번지 ,"서울특별시 성북구 종암로38길 41-2, (하월곡동)",1,127.0337756,37.60674805
128,신세계마트,수퍼마켓,서울특별시,구로구,신도림동,서울특별시 구로구 신도림동 402-3번지 ,"서울특별시 구로구 구로중앙로 218, (신도림동)",1,126.8775379,37.50565686
129,대농슈퍼,수퍼마켓,서울특별시,노원구,중계본동,서울특별시 노원구 중계동 579번지 ,"서울특별시 노원구 중계로 160, (중계동)",1,127.0813852,37.649396
130,우리슈퍼,수퍼마켓,서울특별시,노원구,월계2동,서울특별시 노원구 월계동 600번지 월계주공1단지 ,"서울특별시 노원구 월계로49길 5, (월계동, 월계주공1단지)",,127.0561986,37.62930231
131,슈퍼문방구,수퍼마켓,서울특별시,강동구,길동,서울특별시 강동구 길동 375-11번지 ,"서울특별시 강동구 양재대로115길 44, (길동)",1,127.1378432,37.53940772
132,강일할인마트,수퍼마켓,서울특별시,강동구,강일동,서울특별시 강동구 상일동 490번지 고덕리엔파크3단지 ,"서울특별시 강동구 상일로 74, (상일동, 고덕리엔파크3단지)",1,127.1747702,37.55135826
133,하나로마트쇼핑,수퍼마켓,서울특별시,광진구,중곡2동,서울특별시 광진구 중곡동 341-18번지 ,"서울특별시 광진구 능동로38길 28, (중곡동)",,127.0812389,37.55722717
134,싱싱할인마트,수퍼마켓,서울특별시,광진구,중곡2동,서울특별시 광진구 중곡동 150-232번지 ,"서울특별시 광진구 용마산로7길 54, (중곡동)",1,127.0848614,37.55994945
135,그린마트,수퍼마켓,서울특별시,중랑구,신내2동,서울특별시 중랑구 신내동 661번지 신내대명아파트 ,"서울특별시 중랑구 봉화산로 193, (신내동, 신내대명아파트)",2,127.0939725,37.60670295
136,성수슈퍼,수퍼마켓,서울특별시,노원구,공릉2동,서울특별시 노원구 공릉동 409-1번지 ,"서울특별시 노원구 공릉로27길 98, (공릉동)",,127.0776484,37.62533617
137,은마알뜰장,수퍼마켓,서울특별시,강남구,대치2동,서울특별시 강남구 대치동 991-1번지 ,"서울특별시 강남구 도곡로 526, (대치동)",,127.0638848,37.4995496
138,한국유통슈퍼센터,수퍼마켓,서울특별시,도봉구,도봉2동,서울특별시 도봉구 도봉동 63번지 ,"서울특별시 도봉구 도봉로180나길 3, (도봉동)",,127.0483943,37.68335567
139,파워할인마트,수퍼마켓,서울특별시,노원구,월계3동,서울특별시 노원구 월계동 17번지 미성 ,"서울특별시 노원구 마들로 59, (월계동, 미성)",,127.0668184,37.62261097
