index,상호명,상권업종소분류명,시도명,시군구명,행정동명,지번주소,도로명주소,층정보,경도,위도
13330,큐마트,종합소매,서울특별시,동작구,사당3동,서울특별시 동작구 사당동 161-100번지 ,"서울특별시 동작구 사당로27길 61, (사당동)",,126.976407,37.48620025
13331,전북산업,종합소매,서울특별시,영등포구,영등포동,서울특별시 영등포구 영등포동2가 309번지 ,"서울특별시 영등포구 영등포로49길 7, (영등포동2가)",,126.9096342,37.51981556
13332,롯데슈퍼E-슈퍼,종합소매,서울특별시,성동구,행당1동,서울특별시 성동구 행당동 140번지 ,"서울특별시 성동구 고산자로6길 40, (행당동)",8,127.0354558,37.55816854
13333,롯데쇼핑롯데MARKET,종합소매,서울특별시,광진구,구의2동,서울특별시 광진구 구의동 49-4번지 ,"서울특별시 광진구 자양로 293, (구의동)",1,127.0921571,37.55195938
13334,삼성전자판매홈플러스남현,종합소매,서울특별시,관악구,남현동,서울특별시 관악구 남현동 612-51번지 ,"서울특별시 관악구 과천대로 909, (남현동)",,126.9824529,37.47145716
13335,롯데슈퍼,종합소매,서울특별시,은평구,진관동,서울특별시 은평구 진관동 28번지 구파발금호어울림10단지 ,"서울특별시 은평구 진관3로 15-35, (진관동, 구파발금호어울림10단지)",,126.917439,37.64262631
13336,관악농협하나로마트신본점,종합소매,서울특별시,관악구,서원동,서울특별시 관악구 신림동 92-359번지 ,"서울특별시 관악구 신림로 264, (신림동)",1,126.9326299,37.47867653
13337,코사마트동네점,종합소매,서울특별시,영등포구,신길3동,서울특별시 영등포구 신길동 347-142,서울특별시 영등포구 도림로90가길 15,,126.9047112,37.50447929
13338,삼성전자판매이마트여의도,종합소매,서울특별시,영등포구,여의동,서울특별시 영등포구 여의도동 47번지 여의도자이 ,"서울특별시 영등포구 여의동로3길 10, (여의도동, 여의도자이)",1,126.9251793,37.51811092
13339,홈플러스익스프레스,종합소매,서울특별시,강남구,역삼1동,서울특별시 강남구 역삼동 676,서울특별시 강남구 테헤란로 237,9,127.0417322,37.50375111
13340,코사마트농협점,종합소매,서울특별시,중랑구,중화2동,서울특별시 중랑구 중화동 311-39번지 ,"서울특별시 중랑구 봉화산로 21-1, (중화동)",1,127.0767626,37.60169493
13341,BK마트,종합소매,서울특별시,강동구,길동,서울특별시 강동구 길동 96-1번지 ,"서울특별시 강동구 명일로 237, (길동)",,127.1465839,37.53995778
13342,관악농협하나로마트,종합소매,서울특별시,영등포구,대림2동,서울특별시 영등포구 대림동 1030-6번지 ,"서울특별시 영등포구 디지털로 371, (대림동)",,126.9009452,37.49056821
13343,테헤란로점,종합소매,서울특별시,강남구,역삼1동,서울특별시 강남구 역삼동 705-1번지 ,"서울특별시 강남구 테헤란로 327, (역삼동)",1,127.0472097,37.5043811
13344,디핀다트코리아,종합소매,서울특별시,양천구,목1동,서울특별시 양천구 목동 919-7번지 ,"서울특별시 양천구 목동서로 170, (목동)",1,126.8732777,37.53023273
13345,코사마트제차파위점,종합소매,서울특별시,양천구,신정6동,서울특별시 양천구 신정동 318-10번지 삼성쉐르빌아파트 ,"서울특별시 양천구 목동동로 189, (신정동, 삼성쉐르빌아파트)",,126.8700279,37.52291227
13346,장보고할인마트,종합소매,서울특별시,동작구,흑석동,서울특별시 동작구 흑석동 43-106번지 ,"서울특별시 동작구 현충로 110, (흑석동)",1,126.9657726,37.50709311
13347,관악농협하나로마트,종합소매,서울특별시,금천구,독산3동,서울특별시 금천구 독산동 901-7번지 ,"서울특별시 금천구 남부순환로 1428, (독산동)",1,126.9094359,37.48057317
13348,산림마트,종합소매,서울특별시,송파구,삼전동,서울특별시 송파구 삼전동 111-5번지 ,"서울특별시 송파구 석촌호수로 166, (삼전동)",1,127.0953195,37.5065885
13349,코코호도종로점,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 종로1가 24번지 ,"서울특별시 종로구 종로 19, (종로1가)",1,126.9799024,37.57083882
13350,blessedherb,종합소매,서울특별시,서초구,방배본동,서울특별시 서초구 방배동 764-34번지 ,"서울특별시 서초구 방배중앙로27길 38, (방배동)",1,126.9835317,37.49530834
13351,삼성전자판매이마트하월곡,종합소매,서울특별시,성북구,길음2동,서울특별시 성북구 하월곡동 230번지 동일하이빌뉴시티 ,"서울특별시 성북구 종암로 167, (하월곡동, 동일하이빌뉴시티)",1,127.0309775,37.60504918
13352,롯데쇼핑GF사업본부신,종합소매,서울특별시,중구,장충동,서울특별시 중구 장충동2가 202번지 ,"서울특별시 중구 동호로 249, (장충동2가)",1,127.0076861,37.55774919
13353,삼성전자이마트여의도UP,종합소매,서울특별시,영등포구,여의동,서울특별시 영등포구 여의도동 47번지 여의도자이 ,"서울특별시 영등포구 여의동로3길 10, (여의도동, 여의도자이)",1,126.9251793,37.51811092
13354,삼성전자판매홈플러스가양,종합소매,서울특별시,강서구,가양2동,서울특별시 강서구 가양동 18-24번지 ,"서울특별시 강서구 양천로 431, (가양동)",2,126.8499461,37.56425613
13355,홈플러스온라인,종합소매,서울특별시,마포구,성산2동,서울특별시 마포구 성산동 515번지 ,"서울특별시 마포구 월드컵로 240, (성산동)",,126.8972574,37.56827565
13356,다만폐백,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",,126.9995986,37.57007029
13357,이마트에브리데이상품공급점우리,종합소매,서울특별시,은평구,증산동,서울특별시 은평구 증산동 182-1,서울특별시 은평구 증산로3길 9,,126.9048145,37.58095147
13358,수옥생선,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",1,126.9995986,37.57007029
13359,롯데닷컴,종합소매,서울특별시,중구,소공동,서울특별시 중구 소공동 28번지 ,"서울특별시 중구 남대문로7길 11, (소공동)",6,126.9812338,37.56367803
13360,롯데슈퍼송파점,종합소매,서울특별시,송파구,송파1동,서울특별시 송파구 송파동 119번지 한양 ,"서울특별시 송파구 가락로 187, (송파동, 한양)",1,127.1132914,37.50569757
13361,아이마트,종합소매,서울특별시,용산구,이태원1동,서울특별시 용산구 이태원동 34-158번지 ,"서울특별시 용산구 녹사평대로 132, (이태원동)",,126.9911884,37.53055999
13362,삼성테스코,종합소매,서울특별시,양천구,신월5동,서울특별시 양천구 신월동 63-7번지 ,"서울특별시 양천구 월정로 228, (신월동)",,126.8332089,37.5386107
13363,이마트,종합소매,서울특별시,강동구,암사1동,서울특별시 강동구 암사동 456-86번지 ,"서울특별시 강동구 고덕로20라길 3, (암사동)",,127.1337192,37.55256898
13364,대림K마트,종합소매,서울특별시,은평구,수색동,서울특별시 은평구 수색동 415-1번지 대림한숲아파트 ,"서울특별시 은평구 은평터널로 65, (수색동, 대림한숲아파트)",1,126.8990672,37.5868268
13365,삼성테스코,종합소매,서울특별시,강남구,역삼1동,서울특별시 강남구 역삼동 676,서울특별시 강남구 테헤란로 237,8,127.0417322,37.50375111
13366,신토불이마트,종합소매,서울특별시,은평구,진관동,서울특별시 은평구 진관동 13번지 은평뉴타운상림마을7단지 ,"서울특별시 은평구 진관4로 47, (진관동, 은평뉴타운상림마을7단지)",,126.9271828,37.64584188
13367,케이마트,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 충신동 1-45번지 ,"서울특별시 종로구 충신길 80-5, (충신동)",,127.0070881,37.57636873
13368,반스,종합소매,서울특별시,용산구,이태원1동,서울특별시 용산구 이태원동 176-2번지 ,"서울특별시 용산구 이태원로 151, (이태원동)",1,126.9907057,37.53447542
13369,코지I.D,종합소매,서울특별시,서초구,반포4동,서울특별시 서초구 반포동 19-4번지 ,"서울특별시 서초구 신반포로 194, (반포동)",,127.0068163,37.50642716
13370,신맥,종합소매,서울특별시,양천구,신월5동,서울특별시 양천구 신월동 26번지 ,"서울특별시 양천구 화곡로 59, (신월동)",,126.8284953,37.53974439
13371,제이마트,종합소매,서울특별시,강북구,우이동,서울특별시 강북구 우이동 148-6번지 ,"서울특별시 강북구 삼양로169길 33, (우이동)",,127.0113438,37.66113788
13372,삼성테스코홈플러스강동점,종합소매,서울특별시,강동구,천호1동,서울특별시 강동구 천호동 42번지 ,"서울특별시 강동구 양재대로 1571, (천호동)",1,127.1422407,37.54571109
13373,홈플러스,종합소매,서울특별시,은평구,불광1동,서울특별시 은평구 불광동 643번지 북한산현대힐스테이트7차 ,"서울특별시 은평구 통일로 796, (불광동, 북한산현대힐스테이트7차)",82,126.925738,37.61632908
13374,코사마트,종합소매,서울특별시,구로구,가리봉동,서울특별시 구로구 가리봉동 137-4번지 ,"서울특별시 구로구 남부순환로 1295, (가리봉동)",,126.8947847,37.47889624
13375,한국수도밸브공업협동조합,종합소매,서울특별시,마포구,용강동,서울특별시 마포구 도화동 553번지 ,"서울특별시 마포구 독막로 331, (도화동)",,126.9493666,37.54299015
13376,365Sale마트,종합소매,서울특별시,강동구,길동,서울특별시 강동구 길동 350-16번지 ,"서울특별시 강동구 천중로 214, (길동)",1,127.1438939,37.54067717
13377,롯데쇼핑롯데MARKET,종합소매,서울특별시,노원구,월계1동,서울특별시 노원구 월계동 925번지 대동아파트 ,"서울특별시 노원구 광운로 46, (월계동, 대동아파트)",,127.0608725,37.62159969
13378,플러스머니,종합소매,서울특별시,서초구,방배1동,서울특별시 서초구 방배동 893-3번지 ,"서울특별시 서초구 서초대로34길 8, (방배동)",,126.9975329,37.48847184
13379,케이마트,종합소매,서울특별시,은평구,역촌동,서울특별시 은평구 역촌동 1-14번지 ,"서울특별시 은평구 연서로16길 15-5, (역촌동)",,126.9183802,37.60973841
13380,홈플러스,종합소매,서울특별시,강서구,화곡3동,서울특별시 강서구 화곡동 1032-27번지 ,"서울특별시 강서구 강서로 205, (화곡동)",,126.837604,37.54413234
13381,홈플러스E_서울방화2,종합소매,서울특별시,강서구,방화1동,서울특별시 강서구 방화동 180-7번지 ,"서울특별시 강서구 양천로26길 18, (방화동)",,126.8179029,37.57277872
13382,서서울농협하나로마트상암점,종합소매,서울특별시,마포구,상암동,서울특별시 마포구 상암동 1613번지 ,"서울특별시 마포구 월드컵북로 356, (상암동)",1,126.8929237,37.57733553
13383,롯데쇼핑롭스종각점,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 청진동 128번지 ,"서울특별시 종로구 종로5길 7, (청진동)",1,126.9805394,37.57061005
13384,정관장,종합소매,서울특별시,송파구,잠실6동,서울특별시 송파구 신천동 29번지 ,"서울특별시 송파구 올림픽로 300, (신천동)",-2,127.1042839,37.51363101
13385,예랑씨앤디,종합소매,서울특별시,서초구,반포3동,서울특별시 서초구 잠원동 68번지 ,"서울특별시 서초구 잠원로 36, (잠원동)",1,127.0090029,37.50786018
13386,한화유통,종합소매,서울특별시,강남구,개포2동,서울특별시 강남구 개포동 186-17번지 ,"서울특별시 강남구 개포로 512, (개포동)",1,127.0688068,37.48933446
13387,킹파워코리아,종합소매,서울특별시,강남구,역삼1동,서울특별시 강남구 역삼동 831-18번지 ,"서울특별시 강남구 강남대로 342, (역삼동)",3,127.0302018,37.49367331
13388,홈쇼핑,종합소매,서울특별시,구로구,구로4동,서울특별시 구로구 구로동 741-27번지 ,"서울특별시 구로구 구로동로26길 54, (구로동)",,126.8865492,37.48986574
13389,WANYBANY,종합소매,서울특별시,중구,다산동,서울특별시 중구 신당동 432-1132번지 태원팰리스5차 ,"서울특별시 중구 동호로15길 91-8, (신당동, 태원팰리스5차)",1,127.007341,37.55305185
13390,드림이글,종합소매,서울특별시,광진구,구의3동,서울특별시 광진구 구의동 610번지 구의현대6단지 ,"서울특별시 광진구 구의강변로 94, (구의동, 구의현대6단지)",1,127.0950517,37.53813243
13391,무학슈퍼,종합소매,서울특별시,중구,신당동,서울특별시 중구 신당동 387-2번지 ,"서울특별시 중구 청구로 98, (신당동)",,127.0116936,37.56111667
13392,케이마트,종합소매,서울특별시,중랑구,상봉1동,서울특별시 중랑구 상봉동 261-12번지 ,"서울특별시 중랑구 상봉중앙로 42, (상봉동)",1,127.0876,37.6008151
13393,케이마트,종합소매,서울특별시,관악구,서원동,서울특별시 관악구 신림동 409-16번지 ,"서울특별시 관악구 서원길 4, (신림동)",1,126.93269,37.47763186
13394,에이마트비샵,종합소매,서울특별시,용산구,용문동,서울특별시 용산구 용문동 23-4번지 ,"서울특별시 용산구 새창로 126, (용문동)",1,126.9607978,37.53632446
13395,코스트코미니,종합소매,서울특별시,도봉구,쌍문1동,서울특별시 도봉구 쌍문동 349-25번지 ,"서울특별시 도봉구 우이천로 350, (쌍문동)",,127.025268,37.64766621
13396,코사마트독산점,종합소매,서울특별시,금천구,독산4동,서울특별시 금천구 독산동 1018-26번지 ,"서울특별시 금천구 독산로75길 15, (독산동)",1,126.9014774,37.46889393
13397,신화코사마트,종합소매,서울특별시,관악구,서림동,서울특별시 관악구 신림동 408-137번지 ,"서울특별시 관악구 신림로31길 7, (신림동)",1,126.9358413,37.47546172
13398,알파스토어,종합소매,서울특별시,은평구,대조동,서울특별시 은평구 대조동 14-1,서울특별시 은평구 통일로 723-1,1,126.9299716,37.61019548
13399,삼성전자,종합소매,서울특별시,강남구,역삼1동,서울특별시 강남구 역삼동 655번지 ,"서울특별시 강남구 언주로107길 29, (역삼동)",,127.0368808,37.50722576
13400,빅마트쌍문점주미방,종합소매,서울특별시,도봉구,쌍문1동,서울특별시 도봉구 쌍문동 285-5번지 ,"서울특별시 도봉구 우이천로32길 65, (쌍문동)",2,127.0249912,37.65063733
13401,삼성전자판매이마트가든5,종합소매,서울특별시,송파구,문정2동,서울특별시 송파구 문정동 628번지 ,"서울특별시 송파구 충민로 10, (문정동)",1,127.1193706,37.47826065
13402,에스카워시홈플러스,종합소매,서울특별시,동대문구,용신동,서울특별시 동대문구 용두동 33-1번지 ,"서울특별시 동대문구 천호대로 133, (용두동)",5,127.0387542,37.57454041
13403,울림두레생협,종합소매,서울특별시,중랑구,신내2동,서울특별시 중랑구 신내동 646번지 ,"서울특별시 중랑구 신내로 211, (신내동)",1,127.0925972,37.61642365
13404,삼성전자,종합소매,서울특별시,강동구,천호2동,서울특별시 강동구 천호동 454-1번지 ,"서울특별시 강동구 천호대로 1017, (천호동)",,127.1251325,37.53871953
13405,한터이마트에브데이,종합소매,서울특별시,강남구,세곡동,서울특별시 강남구 세곡동 581번지 ,"서울특별시 강남구 헌릉로 569, (세곡동)",,127.1012154,37.46575233
13406,홈플러스E압구정점,종합소매,서울특별시,강남구,압구정동,서울특별시 강남구 신사동 660-18번지 ,"서울특별시 강남구 압구정로46길 5-2, (신사동)",1,127.0368509,37.52803083
13407,롯데쇼핑롯데MARKET,종합소매,서울특별시,송파구,오금동,서울특별시 송파구 오금동 23-2번지 ,"서울특별시 송파구 마천로 83, (오금동)",1,127.1294914,37.50735888
13408,롯데쇼핑롭스롯데마트서울,종합소매,서울특별시,중구,회현동,서울특별시 중구 봉래동2가 122번지 ,"서울특별시 중구 청파로 426, (봉래동2가)",2,126.9694912,37.55744002
13409,중국식품,종합소매,서울특별시,구로구,구로4동,서울특별시 구로구 구로동 733-18번지 ,"서울특별시 구로구 구로동로22길 5-2, (구로동)",,126.8851048,37.4896629
13410,대상코스트코서부1지점,종합소매,서울특별시,마포구,성산1동,서울특별시 마포구 성산동 262-2번지 ,"서울특별시 마포구 월드컵로30가길 8, (성산동)",1,126.9068554,37.56139089
13411,홈플러스E상계점,종합소매,서울특별시,노원구,상계6.7동,서울특별시 노원구 상계동 764-1번지 ,"서울특별시 노원구 동일로 1323, (상계동)",1,127.0625951,37.64679737
13412,관악농협하나로마트보라매점,종합소매,서울특별시,관악구,보라매동,서울특별시 관악구 봉천동 702-40번지 ,"서울특별시 관악구 보라매로 12, (봉천동)",1,126.927769,37.49049034
13413,롯데쇼핑롭스,종합소매,서울특별시,강북구,번1동,서울특별시 강북구 번동 418-17번지 ,"서울특별시 강북구 도봉로 342, (번동)",1,127.0261078,37.63802308
13414,태화아크릴,종합소매,서울특별시,강북구,송천동,서울특별시 강북구 미아동 473-51번지 ,"서울특별시 강북구 숭인로13길 49, (미아동)",1,127.0268649,37.61471952
13415,제이마트,종합소매,서울특별시,금천구,독산4동,서울특별시 금천구 독산동 1022-117번지 ,"서울특별시 금천구 독산로70길 9, (독산동)",1,126.9023024,37.46659491
13416,한아름공판장,종합소매,서울특별시,강북구,번3동,서울특별시 강북구 번동 306-11번지 ,"서울특별시 강북구 오현로 190, (번동)",1,127.0393969,37.62846391
13417,B.Y.C,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",1,126.9995986,37.57007029
13418,현대백화점,종합소매,서울특별시,서초구,서초3동,서울특별시 서초구 서초동 1542-1번지 동일하이빌 ,"서울특별시 서초구 서초대로 240, (서초동, 동일하이빌)",5,127.0082244,37.49147249
13419,후이즈카,종합소매,서울특별시,동대문구,장안1동,서울특별시 동대문구 장안동 237-5번지 ,"서울특별시 동대문구 한천로 32, (장안동)",,127.060657,37.56486829
13420,이마트에브리데이성북동점,종합소매,서울특별시,성북구,성북동,서울특별시 성북구 성북동 94-1번지 ,"서울특별시 성북구 성북로 122, (성북동)",1,126.9961189,37.59400843
13421,롯데쇼핑롭스,종합소매,서울특별시,광진구,화양동,서울특별시 광진구 화양동 48-14번지 ,"서울특별시 광진구 아차산로 219, (화양동)",1,127.0679142,37.54112008
13422,알뜰폰이마트,종합소매,서울특별시,성동구,성수2가1동,서울특별시 성동구 성수동2가 333-16번지 ,"서울특별시 성동구 뚝섬로 377, (성수동2가)",1,127.053479,37.53992399
13423,이마트에브리데이,종합소매,서울특별시,광진구,중곡1동,서울특별시 광진구 중곡동 229-1번지 ,"서울특별시 광진구 긴고랑로11길 29, (중곡동)",1,127.0818843,37.56458476
13424,신세계이마트미아점,종합소매,서울특별시,성북구,길음2동,서울특별시 성북구 길음동 864-18번지 ,"서울특별시 성북구 도봉로 3, (길음동)",1,127.0298335,37.60941883
13425,슈즈싸롱,종합소매,서울특별시,영등포구,영등포동,서울특별시 영등포구 영등포동5가 18-1번지 ,"서울특별시 영등포구 영등포로 225, (영등포동5가)",1,126.906635,37.51991398
13426,리홈쿠첸,종합소매,서울특별시,강남구,삼성1동,서울특별시 강남구 삼성동 156-1번지 ,"서울특별시 강남구 삼성로 528, (삼성동)",2,127.0558578,37.50920811
13427,협동베어링,종합소매,서울특별시,중구,황학동,서울특별시 중구 황학동 176번지 ,"서울특별시 중구 마장로 81-13, (황학동)",1,127.0188001,37.56901504
13428,드림이글,종합소매,서울특별시,도봉구,방학3동,서울특별시 도봉구 방학동 272번지 신동아1차 ,"서울특별시 도봉구 방학로 193, (방학동, 신동아1차)",1,127.0290402,37.66082535
13429,신앙촌상회,종합소매,서울특별시,관악구,삼성동,서울특별시 관악구 신림동 808-495번지 ,"서울특별시 관악구 원신2길 5, (신림동)",,126.9328901,37.47151552
13430,하모니마트,종합소매,서울특별시,서대문구,신촌동,서울특별시 서대문구 대현동 144번지 럭키대현아파트 ,"서울특별시 서대문구 이화여대길 50-12, (대현동, 럭키대현아파트)",1,126.9464984,37.55944464
13431,세아퀼트,종합소매,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로6가 262-1번지 ,"서울특별시 종로구 종로 266, (종로6가)",,127.0073106,37.57069404
13432,이마트,종합소매,서울특별시,도봉구,창2동,서울특별시 도봉구 창동 628-20번지 ,"서울특별시 도봉구 도봉로104길 53, (창동)",,127.0350129,37.64333126
13433,GS수퍼성북길음점-일반,종합소매,서울특별시,성북구,길음1동,서울특별시 성북구 길음동 1279번지 래미안길음1차 ,"서울특별시 성북구 길음로9길 40, (길음동, 래미안길음1차)",1,127.0209667,37.60584056
13434,홈플러스익스,종합소매,서울특별시,강서구,등촌3동,서울특별시 강서구 등촌동 699번지 ,"서울특별시 강서구 공항대로41길 56, (등촌동)",,126.8463077,37.560175
13435,롯데마트VIC마켓도봉점,종합소매,서울특별시,도봉구,방학1동,서울특별시 도봉구 방학동 717-6번지 ,"서울특별시 도봉구 마들로 645, (방학동)",1,127.0455457,37.66765473
13436,지에스리테일지에스마트,종합소매,서울특별시,성동구,행당2동,서울특별시 성동구 행당동 346번지 ,"서울특별시 성동구 행당로 76, (행당동)",2,127.0275128,37.55623822
13437,대웅포장,종합소매,서울특별시,은평구,불광1동,서울특별시 은평구 불광동 221-33번지 현대주택 ,"서울특별시 은평구 불광로13길 16-13, (불광동, 현대주택)",,126.9322008,37.61826188
13438,홈플러스E_미아점,종합소매,서울특별시,강북구,송중동,서울특별시 강북구 미아동 126-3번지 ,"서울특별시 강북구 도봉로 172, (미아동)",1,127.0273416,37.62421137
13439,아현생활용품,종합소매,서울특별시,마포구,아현동,서울특별시 마포구 아현동 326-1번지 ,"서울특별시 마포구 굴레방로7길 9, (아현동)",1,126.9549876,37.55617722
13440,오뚜기사,종합소매,서울특별시,용산구,한강로동,서울특별시 용산구 한강로2가 133번지 ,"서울특별시 용산구 한강대로 126-4, (한강로2가)",1,126.9697117,37.53073499
13441,신셰계이마트아울렛마트,종합소매,서울특별시,동작구,대방동,서울특별시 동작구 대방동 503번지 대방주공아파트 ,"서울특별시 동작구 여의대방로44길 47, (대방동, 대방주공아파트)",,126.9304095,37.50991383
13442,토탈넷,종합소매,서울특별시,광진구,중곡4동,서울특별시 광진구 중곡동 150-60번지 ,"서울특별시 광진구 용마산로 102, (중곡동)",,127.0872606,37.56277028
13443,롯데쇼핑KKD사업본부,종합소매,서울특별시,중구,소공동,서울특별시 중구 소공동 28번지 ,"서울특별시 중구 남대문로7길 11, (소공동)",10,126.9812338,37.56367803
13444,바이마트로,종합소매,서울특별시,용산구,한남동,서울특별시 용산구 한남동 683-132번지 ,"서울특별시 용산구 이태원로 246, (한남동)",,127.0006905,37.53662374
13445,자미온,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 예지동 2-1번지 ,"서울특별시 종로구 창경궁로 88, (예지동)",1,126.9995986,37.57007029
13446,주플라워,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 종로1가 24번지 ,"서울특별시 종로구 종로 19, (종로1가)",2,126.9799024,37.57083882
13447,천냥마트,종합소매,서울특별시,성동구,행당1동,서울특별시 성동구 행당동 135-14번지 ,"서울특별시 성동구 고산자로8길 32-2, (행당동)",1,127.0374132,37.55822056
13448,롯데쇼핑,종합소매,서울특별시,서초구,방배2동,서울특별시 서초구 방배동 475-22번지 ,"서울특별시 서초구 효령로 17, (방배동)",2,126.9867003,37.47756678
13449,롯데쇼핑롭스월드몰,종합소매,서울특별시,송파구,잠실6동,서울특별시 송파구 신천동 11-10번지 잠실아이스페이스 ,"서울특별시 송파구 오금로 58, (신천동, 잠실아이스페이스)",1,127.1053896,37.516712
13450,현대슈퍼,종합소매,서울특별시,동대문구,용신동,서울특별시 동대문구 용두동 45-6번지 ,"서울특별시 동대문구 고산자로31길 6, (용두동)",1,127.0376826,37.5768744
13451,롯데쇼핑롯데슈퍼MARK,종합소매,서울특별시,서초구,방배1동,서울특별시 서초구 방배동 907-4번지 ,"서울특별시 서초구 방배로 110, (방배동)",,126.9962802,37.48406406
13452,롯데쇼핑롭스,종합소매,서울특별시,서대문구,신촌동,서울특별시 서대문구 창천동 72-12번지 ,"서울특별시 서대문구 신촌로 73, (창천동)",,126.9345003,37.55630046
13453,UP삼판,종합소매,서울특별시,강동구,천호2동,서울특별시 강동구 천호동 454-1번지 ,"서울특별시 강동구 천호대로 1017, (천호동)",,127.1251325,37.53871953
13454,인헌코사마트,종합소매,서울특별시,관악구,낙성대동,서울특별시 관악구 봉천동 1628-1번지 ,"서울특별시 관악구 낙성대로 7, (봉천동)",,126.9596544,37.47768314
13455,이마트슈퍼미아동점,종합소매,서울특별시,강북구,송천동,서울특별시 강북구 미아동 1351번지 두원프라자 ,"서울특별시 강북구 도봉로 157, (미아동, 두원프라자)",1,127.0269987,37.62270382
13456,K마트,종합소매,서울특별시,서대문구,신촌동,서울특별시 서대문구 대현동 144번지 ,"서울특별시 서대문구 이화여대길 50-5, (대현동)",,126.9460799,37.55942288
13457,마리짱,종합소매,서울특별시,성동구,행당2동,서울특별시 성동구 행당동 346번지 ,"서울특별시 성동구 행당로 76, (행당동)",,127.0275128,37.55623822
13458,싹쓰탑,종합소매,서울특별시,성북구,장위1동,서울특별시 성북구 장위동 233-387번지 ,"서울특별시 성북구 장위로22길 52, (장위동)",3,127.0432702,37.61176311
13459,모노클아이웨어,종합소매,서울특별시,구로구,신도림동,서울특별시 구로구 신도림동 290번지 미성아파트 ,"서울특별시 구로구 신도림로11가길 36, (신도림동, 미성아파트)",,126.876085,37.50826508
13460,UP삼판이마트,종합소매,서울특별시,강남구,역삼1동,서울특별시 강남구 역삼동 655번지 ,"서울특별시 강남구 언주로107길 29, (역삼동)",,127.0368808,37.50722576
13461,홈플러스,종합소매,서울특별시,종로구,평창동,서울특별시 종로구 평창동 182-11번지 ,"서울특별시 종로구 평창12길 3, (평창동)",,126.9672111,37.60616627
13462,일오삼하나로마트,종합소매,서울특별시,중랑구,망우3동,서울특별시 중랑구 망우동 523-51번지 ,"서울특별시 중랑구 상봉로12가길 1, (망우동)",,127.0941677,37.59060278
13463,롯데쇼핑,종합소매,서울특별시,관악구,보라매동,서울특별시 관악구 봉천동 729-22번지 보라매롯데캐슬 ,"서울특별시 관악구 보라매로3길 31, (봉천동, 보라매롯데캐슬)",,126.9250657,37.49053785
13464,롯데쇼핑롭스,종합소매,서울특별시,강남구,역삼1동,서울특별시 강남구 역삼동 813-4번지 ,"서울특별시 강남구 봉은사로2길 31, (역삼동)",1,127.0265579,37.50258181
13465,성원상회,종합소매,서울특별시,금천구,독산3동,서울특별시 금천구 독산동 899-17번지 ,"서울특별시 금천구 남부순환로126길 11, (독산동)",1,126.9058309,37.47967484
13466,엘앤아이,종합소매,서울특별시,서초구,반포본동,서울특별시 서초구 반포동 1053번지 ,"서울특별시 서초구 신반포로 22, (반포동)",,126.9871619,37.50116032
13467,늘푸른,종합소매,서울특별시,서초구,방배본동,서울특별시 서초구 방배동 778-30번지 ,"서울특별시 서초구 방배중앙로21길 10, (방배동)",,126.9859884,37.49259926
13468,현대아이마트,종합소매,서울특별시,도봉구,창5동,서울특별시 도봉구 창동 825번지 ,"서울특별시 도봉구 도봉로136길 28, (창동)",,127.0419854,37.6589219
13469,홈플러스,종합소매,서울특별시,동대문구,전농1동,서울특별시 동대문구 전농동 113-38번지 ,"서울특별시 동대문구 서울시립대로29길 78, (전농동)",,127.0546506,37.58692299
13470,대한통운택배서울북부지사,종합소매,서울특별시,강서구,등촌1동,서울특별시 강서구 등촌동 632번지 ,"서울특별시 강서구 양천로 584, (등촌동)",1,126.8634637,37.5558903
13471,선진오에이마트,종합소매,서울특별시,용산구,한강로동,서울특별시 용산구 한강로3가 16-20번지 ,"서울특별시 용산구 청파로 77, (한강로3가)",,126.9608503,37.53335148
13472,현대마트,종합소매,서울특별시,광진구,중곡1동,서울특별시 광진구 중곡동 231-1번지 신성그랜드타워 ,"서울특별시 광진구 면목로 127, (중곡동, 신성그랜드타워)",,127.0802132,37.56516644
13473,K마트,종합소매,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 세종로 100번지 ,"서울특별시 종로구 세종대로 178, (세종로)",,126.977779,37.57214498
13474,오이마트,종합소매,서울특별시,중랑구,면목본동,서울특별시 중랑구 면목동 127-65번지 ,"서울특별시 중랑구 겸재로35길 14, (면목동)",1,127.086026,37.58876496
13475,J-마트,종합소매,서울특별시,동작구,상도2동,서울특별시 동작구 상도동 358-1번지 ,"서울특별시 동작구 상도로15길 98, (상도동)",,126.9361565,37.5042621
